Unnamed: 0,No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Test,Electronegativity,dataset
118,ID_0129,Ag,28.41,-33.33,HaCat,No,1.422181672017595e-07,22.55,Uncoated,human,skin,AlamarBlue,1.93,Small
119,ID_0130,Ag,28.41,-33.33,HaCat,No,1.422181672017595e-07,17.02,Uncoated,human,skin,AlamarBlue,1.93,Small
120,ID_0131,Ag,28.41,-33.33,HaCat,No,2.84436334403519e-07,23.83,Uncoated,human,skin,AlamarBlue,1.93,Small
121,ID_0132,Ag,28.41,-33.33,HeLa,Yes,2.84436334403519e-08,92.5,Uncoated,human,cervix,AlamarBlue,1.93,Small
122,ID_0133,Ag,28.41,-33.33,HaCat,No,1.422181672017595e-06,4.26,Uncoated,human,skin,AlamarBlue,1.93,Small
123,ID_0134,Ag,28.41,-33.33,HeLa,Yes,8.533090032105572e-08,30.2,Uncoated,human,cervix,NR,1.93,Small
124,ID_0135,Ag,28.41,-33.33,HaCat,No,2.84436334403519e-07,38.76,Uncoated,human,skin,NR,1.93,Small
125,ID_0138,Ag,28.41,-33.33,HaCat,No,1.137745337614076e-06,3.83,Uncoated,human,skin,AlamarBlue,1.93,Small
126,ID_0139,Ag,28.41,-33.33,HaCat,No,1.137745337614076e-06,6.81,Uncoated,human,skin,AlamarBlue,1.93,Small
127,ID_0140,Ag,28.41,-33.33,HeLa,Yes,3.555454180043988e-07,0.0,Uncoated,human,cervix,AlamarBlue,1.93,Small
128,ID_0141,Ag,28.41,-33.33,HeLa,Yes,2.84436334403519e-07,0.83,Uncoated,human,cervix,AlamarBlue,1.93,Small
129,ID_0143,Ag,28.41,-33.33,HaCat,No,3.555454180043988e-08,112.64,Uncoated,human,skin,NR,1.93,Small
130,ID_0144,Ag,28.41,-33.33,HaCat,No,7.110908360087976e-08,68.4,Uncoated,human,skin,NR,1.93,Small
131,ID_0145,Ag,28.41,-33.33,HeLa,Yes,8.533090032105572e-08,2.08,Uncoated,human,cervix,AlamarBlue,1.93,Small
132,ID_0146,Ag,28.41,-33.33,HeLa,Yes,8.533090032105572e-08,50.83,Uncoated,human,cervix,AlamarBlue,1.93,Small
133,ID_0147,Ag,100.0,-20.0,hMSC,No,6.522270017270968e-10,88.55,Uncoated,human,bone marrow,Live/Dead,1.93,Small
134,ID_0148,Ag,28.41,-33.33,HaCat,No,1.137745337614076e-06,5.53,Uncoated,human,skin,AlamarBlue,1.93,Small
135,ID_0151,Ag,28.41,-33.33,HaCat,No,7.110908360087976e-08,65.67,Uncoated,human,skin,NR,1.93,Small
136,ID_0152,Ag,28.41,-33.33,HaCat,No,3.555454180043988e-08,92.57,Uncoated,human,skin,NR,1.93,Small
137,ID_0153,Ag,28.41,-33.33,HaCat,No,3.555454180043988e-08,104.43,Uncoated,human,skin,NR,1.93,Small
138,ID_0154,Ag,28.41,-33.33,HaCat,No,1.422181672017595e-07,39.22,Uncoated,human,skin,NR,1.93,Small
139,ID_0157,Ag,28.41,-33.33,HaCat,No,1.422181672017595e-06,3.4,Uncoated,human,skin,AlamarBlue,1.93,Small
140,ID_0158,Ag,28.41,-33.33,HeLa,Yes,1.137745337614076e-07,1.25,Uncoated,human,cervix,AlamarBlue,1.93,Small
141,ID_0159,Ag,28.41,-33.33,HeLa,Yes,1.422181672017595e-07,40.0,Uncoated,human,cervix,AlamarBlue,1.93,Small
142,ID_0162,Ag,28.41,-33.33,HeLa,Yes,2.133272508026393e-07,39.17,Uncoated,human,cervix,AlamarBlue,1.93,Small
143,ID_0163,Ag,28.41,-33.33,HeLa,Yes,2.133272508026393e-07,0.42,Uncoated,human,cervix,AlamarBlue,1.93,Small
144,ID_0165,Ag,28.41,-33.33,HeLa,Yes,2.84436334403519e-07,36.25,Uncoated,human,cervix,AlamarBlue,1.93,Small
145,ID_0166,Ag,28.41,-33.33,HaCat,No,7.110908360087976e-08,46.97,Uncoated,human,skin,NR,1.93,Small
146,ID_0169,Ag,28.41,-33.33,HeLa,Yes,1.137745337614076e-07,48.33,Uncoated,human,cervix,AlamarBlue,1.93,Small
147,ID_0170,Al2O3,239.0,8.67,HCMEC,No,2.99823250324321e-10,26.58,Uncoated,human,heart,LDH,2.71,Small
148,ID_0171,Al2O3,239.0,8.67,HCMEC,No,5.99646500648642e-10,26.55,Uncoated,human,heart,LDH,2.71,Small
149,ID_0172,Al2O3,45.0,8.67,SH-SY5Y,Yes,1.347543284854108e-07,38.63,Uncoated,human,bone marrow,ApoTox-Glo™ Triplex,2.71,Small
150,ID_0173,Al2O3,45.0,8.67,SH-SY5Y,Yes,1.122952737378423e-07,46.72,Uncoated,human,bone marrow,ApoTox-Glo™ Triplex,2.71,Small
151,ID_0174,Al2O3,28.0,8.67,CHO-K1,No,1.864596723644476e-07,93.91,Uncoated,hamster,ovary,NR,2.71,Small
152,ID_0175,Al2O3,239.0,8.67,HCMEC,No,5.996465006486421e-12,34.19,Uncoated,human,heart,LDH,2.71,Small
153,ID_0176,Al2O3,45.0,8.67,SH-SY5Y,Yes,8.983621899027386e-08,57.9,Uncoated,human,bone marrow,ApoTox-Glo™ Triplex,2.71,Small
154,ID_0177,Al2O3,239.0,8.67,HCMEC,No,5.996465006486421e-11,32.26,Uncoated,human,heart,LDH,2.71,Small
155,ID_0178,Al2O3,239.0,8.67,HCMEC,No,5.99646500648642e-13,43.59,Uncoated,human,heart,LDH,2.71,Small
156,ID_0179,Al2O3,239.0,8.67,HCMEC,No,2.99823250324321e-11,36.04,Uncoated,human,heart,LDH,2.71,Small
157,ID_0180,Al2O3,28.0,8.67,CHO-K1,No,9.322983618222381e-08,99.57,Uncoated,hamster,ovary,NR,2.71,Small
158,ID_0181,Al2O3,239.0,8.67,HCMEC,No,5.996465006486421e-15,43.65,Uncoated,human,heart,LDH,2.71,Small
159,ID_0182,Al2O3,239.0,8.67,HCMEC,No,2.99823250324321e-10,98.88,Uncoated,human,heart,MTT,2.71,Small
160,ID_0183,Al2O3,239.0,8.67,HCMEC,No,1.199293001297284e-10,95.51,Uncoated,human,heart,MTT,2.71,Small
161,ID_0184,Al2O3,239.0,8.67,HCMEC,No,5.996465006486421e-12,37.11,Uncoated,human,heart,LDH,2.71,Small
162,ID_0185,Al2O3,239.0,8.67,HCMEC,No,1.199293001297284e-10,32.24,Uncoated,human,heart,LDH,2.71,Small
163,ID_0187,Al2O3,239.0,8.67,HCMEC,No,2.99823250324321e-11,96.63,Uncoated,human,heart,MTT,2.71,Small
164,ID_0188,Al2O3,239.0,8.67,HCMEC,No,5.99646500648642e-13,44.64,Uncoated,human,heart,LDH,2.71,Small
165,ID_0189,Al2O3,239.0,8.67,HCMEC,No,5.996465006486421e-15,93.26,Uncoated,human,heart,MTT,2.71,Small
166,ID_0191,Al2O3,239.0,8.67,HCMEC,No,5.996465006486422e-14,40.92,Uncoated,human,heart,LDH,2.71,Small
167,ID_0192,Al2O3,28.0,8.67,CHO-K1,No,3.729193447288952e-08,100.87,Uncoated,hamster,ovary,NR,2.71,Small
168,ID_0195,Al2O3,28.0,8.67,CHO-K1,No,3.729193447288952e-07,79.43,Uncoated,hamster,ovary,MTT,2.71,Small
169,ID_0196,Al2O3,239.0,8.67,HCMEC,No,5.996465006486422e-14,45.5,Uncoated,human,heart,LDH,2.71,Small
170,ID_0197,Al2O3,28.0,8.67,CHO-K1,No,9.322983618222381e-08,73.55,Uncoated,hamster,ovary,MTT,2.71,Small
171,ID_0198,Al2O3,28.0,8.67,CHO-K1,No,1.864596723644476e-08,80.66,Uncoated,hamster,ovary,MTT,2.71,Small
172,ID_0199,Al2O3,239.0,8.67,HCMEC,No,5.996465006486421e-12,101.12,Uncoated,human,heart,MTT,2.71,Small
173,ID_0200,Al2O3,28.0,8.67,CHO-K1,No,3.729193447288952e-07,76.09,Uncoated,hamster,ovary,NR,2.71,Small
174,ID_0201,Al2O3,239.0,8.67,HCMEC,No,5.99646500648642e-13,97.75,Uncoated,human,heart,MTT,2.71,Small
175,ID_0202,Al2O3,28.0,8.67,CHO-K1,No,1.864596723644476e-07,67.1,Uncoated,hamster,ovary,MTT,2.71,Small
176,ID_0203,Al2O3,239.0,8.67,HCMEC,No,5.99646500648642e-13,94.38,Uncoated,human,heart,MTT,2.71,Small
177,ID_0205,Al2O3,239.0,8.67,HCMEC,No,5.99646500648642e-10,33.22,Uncoated,human,heart,LDH,2.71,Small
178,ID_0206,Al2O3,239.0,8.67,HCMEC,No,2.99823250324321e-10,33.25,Uncoated,human,heart,LDH,2.71,Small
179,ID_0207,Al2O3,239.0,8.67,HCMEC,No,5.996465006486421e-11,35.18,Uncoated,human,heart,LDH,2.71,Small
180,ID_0208,Al2O3,239.0,8.67,HCMEC,No,2.99823250324321e-11,33.34,Uncoated,human,heart,LDH,2.71,Small
181,ID_0209,Al2O3,28.0,8.67,CHO-K1,No,1.864596723644476e-08,99.13,Uncoated,hamster,ovary,NR,2.71,Small
182,ID_0210,Al2O3,239.0,8.67,HCMEC,No,1.199293001297284e-10,35.15,Uncoated,human,heart,LDH,2.71,Small
183,ID_0211,Al2O3,39.7,8.67,HCMEC,No,0.01,96.37,Uncoated,human,heart,MTT,2.71,Small
184,ID_0212,Al2O3,239.0,8.67,HCMEC,No,5.99646500648642e-10,83.15,Uncoated,human,heart,MTT,2.71,Small
185,ID_0213,Al2O3,28.0,8.67,CHO-K1,No,0.005,98.79,Uncoated,hamster,ovary,NRU,2.71,Small
186,ID_0214,Al2O3,39.7,8.67,HCMEC,No,0.05,91.8,Uncoated,human,heart,MTT,2.71,Small
187,ID_0216,Al2O3,39.7,8.67,HCMEC,No,0.01,95.74,Uncoated,human,heart,MTT,2.71,Small
188,ID_0217,Al2O3,39.7,8.67,HCMEC,No,0.005,94.43,Uncoated,human,heart,MTT,2.71,Small
189,ID_0218,Al2O3,39.7,8.67,HCMEC,No,0.0001,93.77,Uncoated,human,heart,MTT,2.71,Small
190,ID_0219,Al2O3,39.7,8.67,HCMEC,No,0.0001,97.69,Uncoated,human,heart,MTT,2.71,Small
191,ID_0220,Al2O3,39.7,8.67,HCMEC,No,1e-06,92.46,Uncoated,human,heart,MTT,2.71,Small
192,ID_0221,Al2O3,39.7,8.67,HCMEC,No,0.001,97.38,Uncoated,human,heart,MTT,2.71,Small
193,ID_0223,Al2O3,39.7,8.67,HCMEC,No,0.1,91.75,Uncoated,human,heart,MTT,2.71,Small
194,ID_0224,Al2O3,39.7,8.67,HCMEC,No,0.05,97.03,Uncoated,human,heart,MTT,2.71,Small
195,ID_0225,Al2O3,39.7,8.67,HCMEC,No,0.02,94.72,Uncoated,human,heart,MTT,2.71,Small
196,ID_0226,Al2O3,39.7,8.67,HCMEC,No,0.005,95.38,Uncoated,human,heart,MTT,2.71,Small
197,ID_0227,Al2O3,39.7,8.67,HCMEC,No,0.001,99.67,Uncoated,human,heart,MTT,2.71,Small
198,ID_0228,Al2O3,39.7,8.67,HCMEC,No,0.1,82.3,Uncoated,human,heart,MTT,2.71,Small
199,ID_0229,Al2O3,39.7,8.67,HCMEC,No,1e-05,96.07,Uncoated,human,heart,MTT,2.71,Small
200,ID_0230,Al2O3,28.0,8.67,CHO-K1,No,0.01,100.69,Uncoated,hamster,ovary,NRU,2.71,Small
201,ID_0231,Al2O3,39.7,8.67,HCMEC,No,1e-05,95.05,Uncoated,human,heart,MTT,2.71,Small
202,ID_0232,Al2O3,239.0,8.67,HCMEC,No,5.996465006486421e-15,42.82,Uncoated,human,heart,LDH,2.71,Small
203,ID_0233,Al2O3,13.0,8.67,HFL1,No,1.0,78.21,Uncoated,human,lung,MTT,2.71,Small
204,ID_0234,Al2O3,28.0,8.67,CHO-K1,No,0.025,99.31,Uncoated,hamster,ovary,NRU,2.71,Small
205,ID_0235,Al2O3,239.0,8.67,HCMEC,No,1.199293001297284e-10,92.13,Uncoated,human,heart,MTT,2.71,Small
206,ID_0239,Al2O3,13.0,8.67,HFL1,No,0.75,85.47,Uncoated,human,lung,MTT,2.71,Small
207,ID_0240,Al2O3,13.0,8.67,HFL1,No,0.5,88.45,Uncoated,human,lung,MTT,2.71,Small
208,ID_0241,Al2O3,13.0,8.67,HFL1,No,0.25,90.88,Uncoated,human,lung,MTT,2.71,Small
209,ID_0243,Al2O3,13.0,8.67,HFL1,No,1.5,70.95,Uncoated,human,lung,MTT,2.71,Small
210,ID_0244,Al2O3,28.0,8.67,CHO-K1,No,0.1,79.71,Uncoated,hamster,ovary,MTT,2.71,Small
211,ID_0245,Al2O3,28.0,8.67,CHO-K1,No,0.05,67.68,Uncoated,hamster,ovary,MTT,2.71,Small
212,ID_0246,Al2O3,28.0,8.67,CHO-K1,No,0.025,74.51,Uncoated,hamster,ovary,MTT,2.71,Small
213,ID_0247,Al2O3,28.0,8.67,CHO-K1,No,0.005,81.15,Uncoated,hamster,ovary,MTT,2.71,Small
214,ID_0248,Al2O3,28.0,8.67,CHO-K1,No,0.1,75.61,Uncoated,hamster,ovary,NRU,2.71,Small
215,ID_0249,Al2O3,28.0,8.67,CHO-K1,No,0.05,93.08,Uncoated,hamster,ovary,NRU,2.71,Small
216,ID_0250,Al2O3,13.0,8.67,RAW 264.7,Yes,0.2,54.03,Uncoated,mouse,ascites,CCK-8,2.71,Small
217,ID_0251,Al2O3,13.0,8.67,RAW 264.7,Yes,0.4,54.32,Uncoated,mouse,ascites,CCK-8,2.71,Small
218,ID_0252,Au,21.7,-7.6,HUVEC,No,3.93933138e-06,96.99,PEG,human,umbilical cord,MTT,2.54,Small
219,ID_0253,Au,25.0,24.4,MDA-MB-231,Yes,2.069265452158232e-09,80.0,Uncoated,human,breast,MTT,2.54,Small
220,ID_0254,Au,21.7,-7.6,HUVEC,No,9.84832845e-06,94.15,PEG,human,umbilical cord,MTT,2.54,Small
221,ID_0255,Au,21.7,-7.6,PC12,Yes,1.96966569e-05,92.25,PEG,rat,adrenal gland,MTT,2.54,Small
222,ID_0256,Au,21.7,-7.6,HUVEC,No,3.93933138e-05,85.69,PEG,human,umbilical cord,MTT,2.54,Small
223,ID_0257,Au,21.7,-7.6,HUVEC,No,7.87866276e-05,72.0,PEG,human,umbilical cord,MTT,2.54,Small
224,ID_0258,Au,21.7,-7.6,HUVEC,No,0.0001575732552,53.66,PEG,human,umbilical cord,MTT,2.54,Small
225,ID_0260,Au,21.7,-7.6,PC12,Yes,3.93933138e-06,96.37,PEG,rat,adrenal gland,MTT,2.54,Small
226,ID_0261,Au,21.7,-7.6,PC12,Yes,3.93933138e-05,95.3,PEG,rat,adrenal gland,MTT,2.54,Small
227,ID_0262,Au,21.7,-7.6,PC12,Yes,7.87866276e-05,84.1,PEG,rat,adrenal gland,MTT,2.54,Small
228,ID_0263,Au,21.7,-7.6,PC12,Yes,0.0001575732552,77.54,PEG,rat,adrenal gland,MTT,2.54,Small
229,ID_0264,Au,25.0,24.4,MDA-MB-231,Yes,2.069265452158231e-07,62.41,Uncoated,human,breast,MTT,2.54,Small
230,ID_0265,Au,21.7,-7.6,PC12,Yes,1.96966569e-06,96.72,PEG,rat,adrenal gland,MTT,2.54,Small
231,ID_0266,Au,25.0,24.4,MDA-MB-231,Yes,1.034632726079116e-07,66.21,Uncoated,human,breast,MTT,2.54,Small
232,ID_0267,Au,25.0,24.4,MDA-MB-231,Yes,2.069265452158232e-08,77.59,Uncoated,human,breast,MTT,2.54,Small
233,ID_0268,Au,21.7,-7.6,C17.2,No,3.93933138e-06,93.27,PEG,mouse,brain,MTT,2.54,Small
234,ID_0269,Au,21.7,-7.6,C17.2,No,9.84832845e-06,95.39,PEG,mouse,brain,MTT,2.54,Small
235,ID_0270,Au,21.7,-7.6,C17.2,No,0.0001575732552,71.34,PEG,mouse,brain,MTT,2.54,Small
236,ID_0271,Au,21.7,-7.6,C17.2,No,7.87866276e-05,82.24,PEG,mouse,brain,MTT,2.54,Small
237,ID_0272,Au,21.7,-7.6,C17.2,No,3.93933138e-05,88.17,PEG,mouse,brain,MTT,2.54,Small
238,ID_0273,Au,21.7,-7.6,C17.2,No,1.96966569e-06,91.45,PEG,mouse,brain,MTT,2.54,Small
239,ID_0274,Au,21.7,-7.6,HUVEC,No,1.96966569e-05,91.94,PEG,human,umbilical cord,MTT,2.54,Small
240,ID_0275,Au,90.0,24.4,NHDF,No,0.01,81.46,Uncoated,human,skin,MTT,2.54,Small
241,ID_0276,Au,215.0,24.4,MG-63,Yes,0.0003,90.36,Uncoated,human,bone,MTT,2.54,Small
242,ID_0277,Au,90.0,24.4,NHDF,No,0.001,99.14,Uncoated,human,skin,MTT,2.54,Small
243,ID_0278,Au,90.0,24.4,NHDF,No,0.005,85.91,Uncoated,human,skin,MTT,2.54,Small
244,ID_0279,Au,90.0,24.4,NHDF,No,0.015,71.2,Uncoated,human,skin,MTT,2.54,Small
245,ID_0280,Au,18.0,24.4,MG-63,Yes,0.005,66.24,Uncoated,human,bone,MTT,2.54,Small
246,ID_0281,Au,18.0,24.4,MG-63,Yes,0.0025,64.85,Uncoated,human,bone,MTT,2.54,Small
247,ID_0282,Au,18.0,24.4,MG-63,Yes,0.0012,88.2,Uncoated,human,bone,MTT,2.54,Small
248,ID_0283,Au,50.0,24.4,NHDF,No,0.025,7.11,Uncoated,human,skin,MTT,2.54,Small
249,ID_0284,Au,50.0,24.4,NHDF,No,0.015,68.4,Uncoated,human,skin,MTT,2.54,Small
250,ID_0285,Au,50.0,24.4,NHDF,No,0.01,77.28,Uncoated,human,skin,MTT,2.54,Small
251,ID_0286,Au,50.0,24.4,NHDF,No,0.005,83.12,Uncoated,human,skin,MTT,2.54,Small
252,ID_0287,Au,50.0,24.4,NHDF,No,0.001,97.46,Uncoated,human,skin,MTT,2.54,Small
253,ID_0288,Au,6.0,24.4,HEK-293,No,0.4,81.48,Uncoated,human,kidney,MTT,2.54,Small
254,ID_0289,Au,6.0,24.4,HEK-293,No,0.2,89.92,Uncoated,human,kidney,MTT,2.54,Small
255,ID_0290,Au,6.0,24.4,HEK-293,No,0.1,93.53,Uncoated,human,kidney,MTT,2.54,Small
256,ID_0291,Au,6.0,24.4,HEK-293,No,0.05,94.3,Uncoated,human,kidney,MTT,2.54,Small
257,ID_0292,Au,6.3,24.4,hFOB1.19,No,0.0006,100.29,Uncoated,human,bone,NRU,2.54,Small
258,ID_0293,Au,6.3,24.4,hFOB1.19,No,0.0012,99.42,Uncoated,human,bone,NRU,2.54,Small
259,ID_0295,Au,6.3,24.4,hFOB1.19,No,0.005,98.7,Uncoated,human,bone,NRU,2.54,Small
260,ID_0296,Au,18.0,24.4,MG-63,Yes,0.0003,94.42,Uncoated,human,bone,MTT,2.54,Small
261,ID_0297,Au,18.0,24.4,MG-63,Yes,0.0006,92.89,Uncoated,human,bone,MTT,2.54,Small
262,ID_0298,Au,30.0,24.4,NHDF,No,0.005,80.58,Uncoated,human,skin,MTT,2.54,Small
263,ID_0299,Au,30.0,24.4,NHDF,No,0.015,67.39,Uncoated,human,skin,MTT,2.54,Small
264,ID_0300,Au,215.0,24.4,MG-63,Yes,0.0006,88.2,Uncoated,human,bone,MTT,2.54,Small
265,ID_0301,Au,30.0,24.4,NHDF,No,0.001,96.19,Uncoated,human,skin,MTT,2.54,Small
266,ID_0302,Au,30.0,24.4,NHDF,No,0.025,5.71,Uncoated,human,skin,MTT,2.54,Small
267,ID_0303,Au,90.0,24.4,NHDF,No,0.025,13.23,Uncoated,human,skin,MTT,2.54,Small
268,ID_0304,Au,90.0,24.4,NHDF,No,0.015,68.36,Uncoated,human,skin,MTT,2.54,Small
269,ID_0305,Au,6.3,24.4,143B,Yes,0.0003,102.45,Uncoated,human,bone,NRU,2.54,Small
270,ID_0306,Au,90.0,24.4,NHDF,No,0.005,84.92,Uncoated,human,skin,MTT,2.54,Small
271,ID_0307,Au,90.0,24.4,NHDF,No,0.001,97.78,Uncoated,human,skin,MTT,2.54,Small
272,ID_0309,Au,50.0,24.4,NHDF,No,0.015,66.12,Uncoated,human,skin,MTT,2.54,Small
273,ID_0310,Au,50.0,24.4,NHDF,No,0.01,77.03,Uncoated,human,skin,MTT,2.54,Small
274,ID_0311,Au,50.0,24.4,NHDF,No,0.005,82.49,Uncoated,human,skin,MTT,2.54,Small
275,ID_0312,Au,50.0,24.4,NHDF,No,0.001,96.7,Uncoated,human,skin,MTT,2.54,Small
276,ID_0313,Au,30.0,24.4,NHDF,No,0.025,5.46,Uncoated,human,skin,MTT,2.54,Small
277,ID_0314,Au,30.0,24.4,NHDF,No,0.015,65.61,Uncoated,human,skin,MTT,2.54,Small
278,ID_0315,Au,30.0,24.4,NHDF,No,0.01,74.11,Uncoated,human,skin,MTT,2.54,Small
279,ID_0318,Au,6.0,24.4,MCF-7,Yes,0.05,86.14,Uncoated,human,breast,MTT,2.54,Small
280,ID_0319,Au,6.0,24.4,MCF-7,Yes,0.4,32.09,Uncoated,human,breast,MTT,2.54,Small
281,ID_0320,Au,6.3,24.4,hFOB1.19,No,0.0003,99.74,Uncoated,human,bone,MTT,2.54,Small
282,ID_0321,Au,215.0,24.4,hFOB1.19,No,0.005,40.81,Uncoated,human,bone,MTT,2.54,Small
283,ID_0322,Au,6.3,24.4,hFOB1.19,No,0.0025,97.26,Uncoated,human,bone,MTT,2.54,Small
284,ID_0323,Au,6.0,24.4,HeLa,Yes,0.05,96.19,Uncoated,human,cervix,MTT,2.54,Small
285,ID_0324,Au,6.0,24.4,A549,Yes,0.4,30.26,Uncoated,human,lung,MTT,2.54,Small
286,ID_0325,Au,215.0,24.4,hFOB1.19,No,0.0025,44.33,Uncoated,human,bone,MTT,2.54,Small
287,ID_0326,Au,6.3,24.4,hFOB1.19,No,0.0006,99.09,Uncoated,human,bone,MTT,2.54,Small
288,ID_0327,Au,6.3,24.4,143B,Yes,0.0006,101.36,Uncoated,human,bone,NRU,2.54,Small
289,ID_0328,Au,6.0,24.4,A549,Yes,0.05,78.22,Uncoated,human,lung,MTT,2.54,Small
290,ID_0329,Au,6.0,24.4,A549,Yes,0.1,68.8,Uncoated,human,lung,MTT,2.54,Small
291,ID_0330,Au,6.0,24.4,A549,Yes,0.2,52.14,Uncoated,human,lung,MTT,2.54,Small
292,ID_0331,Au,6.0,24.4,MCF-7,Yes,0.2,43.92,Uncoated,human,breast,MTT,2.54,Small
293,ID_0332,Au,25.0,24.4,A549,Yes,0.0025,96.78,Uncoated,human,lung,CCK-8,2.54,Small
294,ID_0333,Au,25.0,24.4,A549,Yes,0.005,69.44,Uncoated,human,lung,CCK-8,2.54,Small
295,ID_0334,Au,25.0,24.4,A549,Yes,0.0075,21.72,Uncoated,human,lung,CCK-8,2.54,Small
296,ID_0335,Au,25.0,24.4,A549,Yes,0.01,15.01,Uncoated,human,lung,CCK-8,2.54,Small
297,ID_0336,Au,25.0,24.4,A549,Yes,0.0125,7.77,Uncoated,human,lung,CCK-8,2.54,Small
298,ID_0337,Au,25.0,24.4,A549,Yes,0.015,6.97,Uncoated,human,lung,CCK-8,2.54,Small
299,ID_0338,Au,6.0,24.4,HeLa,Yes,0.2,47.09,Uncoated,human,cervix,MTT,2.54,Small
300,ID_0339,Au,6.0,24.4,HeLa,Yes,0.4,37.25,Uncoated,human,cervix,MTT,2.54,Small
301,ID_0340,Au,18.0,24.4,hFOB1.19,No,0.0025,75.88,Uncoated,human,bone,MTT,2.54,Small
302,ID_0341,Au,18.0,24.4,hFOB1.19,No,0.0012,79.27,Uncoated,human,bone,MTT,2.54,Small
303,ID_0342,Au,18.0,24.4,hFOB1.19,No,0.0006,82.01,Uncoated,human,bone,MTT,2.54,Small
304,ID_0343,Au,18.0,24.4,hFOB1.19,No,0.0003,84.88,Uncoated,human,bone,MTT,2.54,Small
305,ID_0344,Au,215.0,24.4,hFOB1.19,No,0.0025,76.69,Uncoated,human,bone,NRU,2.54,Small
306,ID_0345,Au,215.0,24.4,hFOB1.19,No,0.0012,77.41,Uncoated,human,bone,NRU,2.54,Small
307,ID_0346,Au,215.0,24.4,hFOB1.19,No,0.0006,84.75,Uncoated,human,bone,NRU,2.54,Small
308,ID_0347,Au,215.0,24.4,hFOB1.19,No,0.0003,98.99,Uncoated,human,bone,NRU,2.54,Small
309,ID_0348,Au,18.0,24.4,hFOB1.19,No,0.005,72.81,Uncoated,human,bone,NRU,2.54,Small
310,ID_0349,Au,18.0,24.4,hFOB1.19,No,0.0025,96.55,Uncoated,human,bone,NRU,2.54,Small
311,ID_0350,Au,18.0,24.4,hFOB1.19,No,0.0012,100.58,Uncoated,human,bone,NRU,2.54,Small
312,ID_0351,Au,18.0,24.4,hFOB1.19,No,0.005,72.49,Uncoated,human,bone,MTT,2.54,Small
313,ID_0352,Au,215.0,24.4,MG-63,Yes,0.005,26.42,Uncoated,human,bone,NRU,2.54,Small
314,ID_0353,Au,215.0,24.4,hFOB1.19,No,0.0003,91.26,Uncoated,human,bone,MTT,2.54,Small
315,ID_0354,Au,215.0,24.4,hFOB1.19,No,0.0012,66.62,Uncoated,human,bone,MTT,2.54,Small
316,ID_0355,Au,6.3,24.4,hFOB1.19,No,0.0012,97.52,Uncoated,human,bone,MTT,2.54,Small
317,ID_0356,Au,215.0,24.4,hFOB1.19,No,0.005,41.73,Uncoated,human,bone,NRU,2.54,Small
318,ID_0357,Au,6.3,24.4,hFOB1.19,No,0.0003,100.0,Uncoated,human,bone,NRU,2.54,Small
319,ID_0358,Au,6.3,24.4,MG-63,Yes,0.0012,99.11,Uncoated,human,bone,MTT,2.54,Small
320,ID_0361,Au,6.3,24.4,hFOB1.19,No,0.005,96.61,Uncoated,human,bone,MTT,2.54,Small
321,ID_0362,Au,18.0,24.4,hFOB1.19,No,0.0003,98.7,Uncoated,human,bone,NRU,2.54,Small
322,ID_0363,Au,18.0,24.4,hFOB1.19,No,0.0006,100.29,Uncoated,human,bone,NRU,2.54,Small
323,ID_0364,Au,215.0,24.4,hFOB1.19,No,0.0006,90.35,Uncoated,human,bone,MTT,2.54,Small
324,ID_0365,Au,6.3,24.4,143B,Yes,0.0025,102.99,Uncoated,human,bone,NRU,2.54,Small
325,ID_0366,Au,215.0,24.4,143B,Yes,0.0025,14.76,Uncoated,human,bone,MTT,2.54,Small
326,ID_0367,Au,215.0,24.4,MG-63,Yes,0.0012,83.5,Uncoated,human,bone,MTT,2.54,Small
327,ID_0369,Au,215.0,24.4,MG-63,Yes,0.005,13.32,Uncoated,human,bone,MTT,2.54,Small
328,ID_0370,Au,215.0,24.4,143B,Yes,0.0012,16.38,Uncoated,human,bone,MTT,2.54,Small
329,ID_0371,Au,18.0,24.4,143B,Yes,0.0025,70.72,Uncoated,human,bone,MTT,2.54,Small
330,ID_0372,Au,18.0,24.4,143B,Yes,0.0003,84.99,Uncoated,human,bone,MTT,2.54,Small
331,ID_0374,Au,6.3,24.4,MG-63,Yes,0.0025,98.74,Uncoated,human,bone,NRU,2.54,Small
332,ID_0375,Au,6.3,24.4,MG-63,Yes,0.0012,99.49,Uncoated,human,bone,NRU,2.54,Small
333,ID_0376,Au,6.3,24.4,MG-63,Yes,0.0003,99.75,Uncoated,human,bone,NRU,2.54,Small
334,ID_0377,Au,215.0,24.4,MG-63,Yes,0.0012,82.43,Uncoated,human,bone,NRU,2.54,Small
335,ID_0378,Au,18.0,24.4,143B,Yes,0.0006,86.85,Uncoated,human,bone,MTT,2.54,Small
336,ID_0379,Au,215.0,24.4,MG-63,Yes,0.0006,87.11,Uncoated,human,bone,NRU,2.54,Small
337,ID_0380,Au,215.0,24.4,MG-63,Yes,0.0003,99.75,Uncoated,human,bone,NRU,2.54,Small
338,ID_0381,Au,18.0,24.4,MG-63,Yes,0.005,74.21,Uncoated,human,bone,NRU,2.54,Small
