Unnamed: 0,No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Test,Electronegativity,dataset
2322,ID_2532,ZnO,94.5,-26.0,L-132,Yes,0.1,21.31,Uncoated,human,lung,MTT,2.54,Small
2323,ID_2533,ZnO,45.3,-26.0,HCMEC,No,0.0001,100.33,Uncoated,human,heart,MTT,2.54,Small
2324,ID_2534,ZnO,60.21,-26.0,Ana-1,No,0.1,36.21,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2325,ID_2535,ZnO,60.21,-26.0,Ana-1,No,0.08,38.84,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2326,ID_2536,ZnO,200.0,-26.0,HepG2,Yes,0.16,57.02,Uncoated,human,liver,MTT,2.54,Small
2327,ID_2537,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,86.76,Uncoated,human,bone marrow,MTT,2.54,Small
2328,ID_2538,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,95.85,Uncoated,human,bone marrow,MTT,2.54,Small
2329,ID_2539,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,48.42,Uncoated,human,bone marrow,MTT,2.54,Small
2330,ID_2540,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,61.66,Uncoated,human,bone marrow,MTT,2.54,Small
2331,ID_2541,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,64.82,Uncoated,human,bone marrow,MTT,2.54,Small
2332,ID_2542,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,71.15,Uncoated,human,bone marrow,MTT,2.54,Small
2333,ID_2543,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,76.88,Uncoated,human,bone marrow,MTT,2.54,Small
2334,ID_2544,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,89.53,Uncoated,human,bone marrow,MTT,2.54,Small
2335,ID_2545,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,90.71,Uncoated,human,bone marrow,MTT,2.54,Small
2336,ID_2546,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,97.43,Uncoated,human,bone marrow,MTT,2.54,Small
2337,ID_2547,ZnO,90.0,-26.0,Caco-2,Yes,0.2,14.34,Uncoated,human,colon,CCK-8,2.54,Small
2338,ID_2548,ZnO,90.0,-26.0,Caco-2,Yes,0.1,17.87,Uncoated,human,colon,CCK-8,2.54,Small
2339,ID_2549,ZnO,90.0,-26.0,Caco-2,Yes,0.05,18.21,Uncoated,human,colon,CCK-8,2.54,Small
2340,ID_2550,ZnO,18.76,-26.0,Ana-1,No,0.04,36.02,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2341,ID_2551,ZnO,18.76,-26.0,Ana-1,No,0.08,29.27,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2342,ID_2552,ZnO,18.76,-26.0,Ana-1,No,0.1,24.58,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2343,ID_2553,ZnO,40.44,-26.0,Ana-1,No,0.005,90.62,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2344,ID_2554,ZnO,173.48,-26.0,Ana-1,No,0.02,62.48,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2345,ID_2555,ZnO,173.48,-26.0,Ana-1,No,0.01,88.74,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2346,ID_2556,ZnO,173.48,-26.0,Ana-1,No,0.005,94.93,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2347,ID_2557,ZnO,200.0,-26.0,HepG2,Yes,0.004,99.85,Uncoated,human,liver,MTT,2.54,Small
2348,ID_2558,ZnO,200.0,-26.0,HepG2,Yes,0.008,92.98,Uncoated,human,liver,MTT,2.54,Small
2349,ID_2559,ZnO,200.0,-26.0,HepG2,Yes,0.016,80.99,Uncoated,human,liver,MTT,2.54,Small
2350,ID_2560,ZnO,200.0,-26.0,HepG2,Yes,0.04,63.6,Uncoated,human,liver,MTT,2.54,Small
2351,ID_2561,ZnO,173.48,-26.0,Ana-1,No,0.0025,97.0,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2352,ID_2562,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,56.77,Uncoated,human,bone marrow,NRU,2.54,Small
2353,ID_2563,ZnO,94.5,-26.0,THP-1,Yes,0.01,57.36,Uncoated,human,blood,MTT,2.54,Small
2354,ID_2564,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,9.68,Uncoated,human,bone marrow,MTT,2.54,Small
2355,ID_2565,ZnO,94.5,-26.0,THP-1,Yes,0.08,24.58,Uncoated,human,blood,MTT,2.54,Small
2356,ID_2566,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,77.27,Uncoated,human,bone marrow,MTT,2.54,Small
2357,ID_2567,ZnO,71.0,-26.0,HepG2,Yes,0.1,11.59,Uncoated,human,liver,MTT,2.54,Small
2358,ID_2568,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,72.13,Uncoated,human,bone marrow,MTT,2.54,Small
2359,ID_2569,ZnO,141.0,-26.0,SIRC,No,0.05,66.61,Uncoated,rabbit,cornea,MTT,2.54,Small
2360,ID_2570,ZnO,141.0,-26.0,SIRC,No,0.1,61.62,Uncoated,rabbit,cornea,MTT,2.54,Small
2361,ID_2571,ZnO,141.0,-26.0,SIRC,No,0.001,96.1,Uncoated,rabbit,cornea,MTT,2.54,Small
2362,ID_2572,ZnO,141.0,-26.0,SIRC,No,0.01,88.46,Uncoated,rabbit,cornea,MTT,2.54,Small
2363,ID_2573,ZnO,141.0,-26.0,SIRC,No,0.0125,80.66,Uncoated,rabbit,cornea,MTT,2.54,Small
2364,ID_2574,ZnO,52.0,-26.0,A549,Yes,0.1,26.91,Uncoated,human,lung,MTT,2.54,Small
2365,ID_2575,ZnO,141.0,-26.0,SIRC,No,0.025,70.67,Uncoated,rabbit,cornea,MTT,2.54,Small
2366,ID_2576,ZnO,141.0,-26.0,SIRC,No,0.1,39.94,Uncoated,rabbit,cornea,MTT,2.54,Small
2367,ID_2577,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,9.29,Uncoated,human,bone marrow,MTT,2.54,Small
2368,ID_2578,ZnO,141.0,-26.0,SIRC,No,0.001,91.89,Uncoated,rabbit,cornea,MTT,2.54,Small
2369,ID_2579,ZnO,141.0,-26.0,SIRC,No,0.025,42.12,Uncoated,rabbit,cornea,MTT,2.54,Small
2370,ID_2580,ZnO,141.0,-26.0,SIRC,No,0.05,27.61,Uncoated,rabbit,cornea,MTT,2.54,Small
2371,ID_2581,ZnO,141.0,-26.0,SIRC,No,0.05,49.92,Uncoated,rabbit,cornea,MTT,2.54,Small
2372,ID_2582,ZnO,141.0,-26.0,SIRC,No,0.0125,87.21,Uncoated,rabbit,cornea,MTT,2.54,Small
2373,ID_2583,ZnO,52.0,-26.0,A549,Yes,0.05,37.87,Uncoated,human,lung,MTT,2.54,Small
2374,ID_2584,ZnO,52.0,-26.0,A549,Yes,0.01,60.91,Uncoated,human,lung,MTT,2.54,Small
2375,ID_2586,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,65.07,Uncoated,human,bone marrow,NRU,2.54,Small
2376,ID_2587,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,86.46,Uncoated,human,bone marrow,NRU,2.54,Small
2377,ID_2588,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,92.36,Uncoated,human,bone marrow,NRU,2.54,Small
2378,ID_2589,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,101.97,Uncoated,human,bone marrow,NRU,2.54,Small
2379,ID_2590,ZnO,141.0,-26.0,SIRC,No,0.0125,61.15,Uncoated,rabbit,cornea,MTT,2.54,Small
2380,ID_2591,ZnO,71.0,-26.0,HepG2,Yes,0.025,67.14,Uncoated,human,liver,MTT,2.54,Small
2381,ID_2592,ZnO,71.0,-26.0,HepG2,Yes,0.01,88.25,Uncoated,human,liver,MTT,2.54,Small
2382,ID_2593,ZnO,50.0,-26.0,Macrophages,No,0.01,15.15,Uncoated,mouse,peritoneal cavity,MTT,2.54,Small
2383,ID_2594,ZnO,8.0,-26.0,CD4+T cells,No,0.203521,64.34,Uncoated,human,blood,Live/Dead,2.54,Small
2384,ID_2595,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,11.86,Uncoated,human,bone marrow,MTT,2.54,Small
2385,ID_2596,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,14.62,Uncoated,human,bone marrow,MTT,2.54,Small
2386,ID_2597,ZnO,52.0,-26.0,A549,Yes,0.005,93.25,Uncoated,human,lung,MTT,2.54,Small
2387,ID_2598,ZnO,52.0,-26.0,A549,Yes,0.1,39.09,Uncoated,human,lung,MTT,2.54,Small
2388,ID_2599,ZnO,52.0,-26.0,A549,Yes,0.05,49.17,Uncoated,human,lung,MTT,2.54,Small
2389,ID_2600,ZnO,52.0,-26.0,A549,Yes,0.025,60.13,Uncoated,human,lung,MTT,2.54,Small
2390,ID_2601,ZnO,52.0,-26.0,A549,Yes,0.01,73.09,Uncoated,human,lung,MTT,2.54,Small
2391,ID_2602,ZnO,52.0,-26.0,A549,Yes,0.005,95.02,Uncoated,human,lung,MTT,2.54,Small
2392,ID_2603,ZnO,52.0,-26.0,A549,Yes,0.025,47.84,Uncoated,human,lung,MTT,2.54,Small
2393,ID_2604,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,72.53,Uncoated,human,bone marrow,MTT,2.54,Small
2394,ID_2605,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,61.07,Uncoated,human,bone marrow,MTT,2.54,Small
2395,ID_2606,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,57.12,Uncoated,human,bone marrow,MTT,2.54,Small
2396,ID_2607,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,30.43,Uncoated,human,bone marrow,MTT,2.54,Small
2397,ID_2608,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,79.25,Uncoated,human,bone marrow,MTT,2.54,Small
2398,ID_2609,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,80.24,Uncoated,human,bone marrow,MTT,2.54,Small
2399,ID_2611,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,68.58,Uncoated,human,bone marrow,MTT,2.54,Small
2400,ID_2612,ZnO,141.0,-26.0,SIRC,No,0.01,92.36,Uncoated,rabbit,cornea,MTT,2.54,Small
2401,ID_2613,ZnO,141.0,-26.0,SIRC,No,0.01,84.87,Uncoated,rabbit,cornea,MTT,2.54,Small
2402,ID_2614,ZnO,141.0,-26.0,SIRC,No,0.1,72.08,Uncoated,rabbit,cornea,MTT,2.54,Small
2403,ID_2615,ZnO,50.0,-26.0,Macrophages,No,0.001,91.34,Uncoated,mouse,peritoneal cavity,MTT,2.54,Small
2404,ID_2616,ZnO,50.0,-26.0,Macrophages,No,0.0025,61.91,Uncoated,mouse,peritoneal cavity,MTT,2.54,Small
2405,ID_2617,ZnO,50.0,-26.0,Macrophages,No,0.005,31.82,Uncoated,mouse,peritoneal cavity,MTT,2.54,Small
2406,ID_2618,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,7.91,Uncoated,human,bone marrow,MTT,2.54,Small
2407,ID_2619,ZnO,94.5,-26.0,THP-1,Yes,0.02,45.65,Uncoated,human,blood,MTT,2.54,Small
2408,ID_2621,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,10.08,Uncoated,human,bone marrow,MTT,2.54,Small
2409,ID_2622,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,70.74,Uncoated,human,bone marrow,NRU,2.54,Small
2410,ID_2623,ZnO,141.0,-26.0,SIRC,No,0.001,93.57,Uncoated,rabbit,cornea,MTT,2.54,Small
2411,ID_2624,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,105.9,Uncoated,human,bone marrow,NRU,2.54,Small
2412,ID_2625,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,60.26,Uncoated,human,bone marrow,NRU,2.54,Small
2413,ID_2626,ZnO,71.0,-26.0,Hepatocytes,No,0.05,85.33,Uncoated,catfish,liver,MTT,2.54,Small
2414,ID_2627,ZnO,141.0,-26.0,SIRC,No,0.1,5.92,Uncoated,rabbit,cornea,MTT,2.54,Small
2415,ID_2628,ZnO,141.0,-26.0,SIRC,No,0.001,96.57,Uncoated,rabbit,cornea,MTT,2.54,Small
2416,ID_2629,ZnO,71.0,-26.0,Hepatocytes,No,0.2,55.81,Uncoated,catfish,liver,MTT,2.54,Small
2417,ID_2630,ZnO,30.0,-26.0,A549,Yes,0.001,96.94,Uncoated,human,lung,CCK-8,2.54,Small
2418,ID_2631,ZnO,30.0,-26.0,A549,Yes,0.0025,98.69,Uncoated,human,lung,CCK-8,2.54,Small
2419,ID_2632,ZnO,30.0,-26.0,A549,Yes,0.005,101.16,Uncoated,human,lung,CCK-8,2.54,Small
2420,ID_2633,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,63.76,Uncoated,human,bone marrow,NRU,2.54,Small
2421,ID_2634,ZnO,30.0,-26.0,A549,Yes,0.01,89.52,Uncoated,human,lung,CCK-8,2.54,Small
2422,ID_2635,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,55.68,Uncoated,human,bone marrow,NRU,2.54,Small
2423,ID_2636,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,50.44,Uncoated,human,bone marrow,NRU,2.54,Small
2424,ID_2637,ZnO,30.0,-26.0,A549,Yes,0.05,59.97,Uncoated,human,lung,CCK-8,2.54,Small
2425,ID_2638,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,64.19,Uncoated,human,bone marrow,NRU,2.54,Small
2426,ID_2639,ZnO,71.0,-26.0,Hepatocytes,No,0.1,79.43,Uncoated,catfish,liver,MTT,2.54,Small
2427,ID_2641,ZnO,141.0,-26.0,SIRC,No,0.025,15.74,Uncoated,rabbit,cornea,MTT,2.54,Small
2428,ID_2642,ZnO,141.0,-26.0,SIRC,No,0.05,9.64,Uncoated,rabbit,cornea,MTT,2.54,Small
2429,ID_2643,ZnO,141.0,-26.0,SIRC,No,0.025,83.15,Uncoated,rabbit,cornea,MTT,2.54,Small
2430,ID_2644,ZnO,141.0,-26.0,SIRC,No,0.1,22.15,Uncoated,rabbit,cornea,MTT,2.54,Small
2431,ID_2645,ZnO,90.0,-26.0,Caco-2,Yes,0.01,27.99,Uncoated,human,colon,CCK-8,2.54,Small
2432,ID_2646,ZnO,30.0,-26.0,A549,Yes,0.025,63.9,Uncoated,human,lung,CCK-8,2.54,Small
2433,ID_2647,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,82.31,Uncoated,human,bone marrow,NRU,2.54,Small
2434,ID_2648,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,100.44,Uncoated,human,bone marrow,NRU,2.54,Small
2435,ID_2649,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,49.34,Uncoated,human,bone marrow,NRU,2.54,Small
2436,ID_2650,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,56.72,Uncoated,human,bone marrow,MTT,2.54,Small
2437,ID_2651,ZnO,71.0,-26.0,HepG2,Yes,0.05,10.0,Uncoated,human,liver,MTT,2.54,Small
2438,ID_2652,ZnO,71.0,-26.0,Hepatocytes,No,0.025,90.1,Uncoated,catfish,liver,MTT,2.54,Small
2439,ID_2653,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,76.86,Uncoated,human,bone marrow,NRU,2.54,Small
2440,ID_2654,ZnO,141.0,-26.0,SIRC,No,0.0125,61.08,Uncoated,rabbit,cornea,MTT,2.54,Small
2441,ID_2656,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,61.57,Uncoated,human,bone marrow,NRU,2.54,Small
2442,ID_2657,ZnO,141.0,-26.0,SIRC,No,0.001,97.5,Uncoated,rabbit,cornea,MTT,2.54,Small
2443,ID_2658,ZnO,141.0,-26.0,SIRC,No,0.01,94.54,Uncoated,rabbit,cornea,MTT,2.54,Small
2444,ID_2659,ZnO,141.0,-26.0,SIRC,No,0.0125,89.39,Uncoated,rabbit,cornea,MTT,2.54,Small
2445,ID_2660,ZnO,141.0,-26.0,SIRC,No,0.025,87.52,Uncoated,rabbit,cornea,MTT,2.54,Small
2446,ID_2661,ZnO,141.0,-26.0,SIRC,No,0.05,80.19,Uncoated,rabbit,cornea,MTT,2.54,Small
2447,ID_2662,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,104.8,Uncoated,human,bone marrow,NRU,2.54,Small
2448,ID_2663,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,59.61,Uncoated,human,bone marrow,NRU,2.54,Small
2449,ID_2664,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,96.29,Uncoated,human,bone marrow,NRU,2.54,Small
2450,ID_2665,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,92.8,Uncoated,human,bone marrow,NRU,2.54,Small
2451,ID_2666,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,53.27,Uncoated,human,bone marrow,NRU,2.54,Small
2452,ID_2667,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,59.83,Uncoated,human,bone marrow,NRU,2.54,Small
2453,ID_2669,ZnO,141.0,-26.0,SIRC,No,0.01,85.45,Uncoated,rabbit,cornea,MTT,2.54,Small
2454,ID_2670,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,100.0,Uncoated,human,bone marrow,NRU,2.54,Small
2455,ID_2671,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,56.11,Uncoated,human,bone marrow,NRU,2.54,Small
2456,ID_2672,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,75.11,Uncoated,human,bone marrow,NRU,2.54,Small
2457,ID_2673,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,69.0,Uncoated,human,bone marrow,NRU,2.54,Small
2458,ID_2674,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,69.43,Uncoated,human,bone marrow,NRU,2.54,Small
2459,ID_2675,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,9.09,Uncoated,human,bone marrow,MTT,2.54,Small
2460,ID_2676,ZnO,8.0,-26.0,CD4+T cells,No,0.0814083999999999,68.22,Uncoated,human,blood,Live/Dead,2.54,Small
2461,ID_2677,ZnO,16.0,-26.0,RAW 264.7,Yes,4.071825426879895e-08,52.86,Uncoated,mouse,blood,LDH,2.54,Small
2462,ID_2678,ZnO,8.0,-26.0,CD3+ T cells,No,0.8140839999999999,14.73,Uncoated,human,blood,Live/Dead,2.54,Small
2463,ID_2679,ZnO,639.0,-26.0,HCMEC,No,3.527642890429357e-12,43.26,Uncoated,human,heart,LDH,2.54,Small
2464,ID_2680,ZnO,24.0,43.8,A549,Yes,8.155182665954426e-07,7.28,Uncoated,human,lung,WST-1,2.54,Small
2465,ID_2681,ZnO,24.0,43.8,A549,Yes,4.161342682253963e-07,24.42,Uncoated,human,lung,WST-1,2.54,Small
2466,ID_2682,ZnO,24.0,43.8,A549,Yes,1.662886651103062e-07,34.29,Uncoated,human,lung,WST-1,2.54,Small
2467,ID_2683,ZnO,24.0,43.8,A549,Yes,1.664537072901585e-08,90.41,Uncoated,human,lung,WST-1,2.54,Small
2468,ID_2684,ZnO,24.0,43.8,A549,Yes,1.664537072901585e-09,100.04,Uncoated,human,lung,WST-1,2.54,Small
2469,ID_2685,ZnO,639.0,-26.0,HCMEC,No,8.819107226073392e-12,10.42,Uncoated,human,heart,LDH,2.54,Small
2470,ID_2686,ZnO,639.0,-26.0,HCMEC,No,1.763821445214678e-12,47.86,Uncoated,human,heart,LDH,2.54,Small
2471,ID_2687,ZnO,60.0,-26.0,SH-SY5Y,Yes,8.140839999999999e-05,68.8,Uncoated,human,bone marrow,MTS,2.54,Small
2472,ID_2688,ZnO,639.0,-26.0,HCMEC,No,8.819107226073392e-13,59.1,Uncoated,human,heart,LDH,2.54,Small
2473,ID_2689,ZnO,639.0,-26.0,HCMEC,No,1.763821445214678e-13,68.47,Uncoated,human,heart,LDH,2.54,Small
2474,ID_2690,ZnO,639.0,-26.0,HCMEC,No,1.763821445214678e-12,47.03,Uncoated,human,heart,LDH,2.54,Small
2475,ID_2691,ZnO,639.0,-26.0,HCMEC,No,1.763821445214679e-14,90.93,Uncoated,human,heart,LDH,2.54,Small
2476,ID_2692,ZnO,639.0,-26.0,HCMEC,No,1.763821445214679e-16,94.73,Uncoated,human,heart,LDH,2.54,Small
2477,ID_2693,ZnO,639.0,-26.0,HCMEC,No,1.763821445214678e-11,11.43,Uncoated,human,heart,LDH,2.54,Small
2478,ID_2694,ZnO,639.0,-26.0,HCMEC,No,8.819107226073392e-12,30.15,Uncoated,human,heart,LDH,2.54,Small
2479,ID_2695,ZnO,8.0,-26.0,NK cells,No,0.203521,26.74,Uncoated,human,blood,Live/Dead,2.54,Small
2480,ID_2696,ZnO,8.0,-26.0,NK cells,No,0.8140839999999999,3.1,Uncoated,human,blood,Live/Dead,2.54,Small
2481,ID_2697,ZnO,639.0,-26.0,HCMEC,No,1.763821445214679e-14,101.12,Uncoated,human,heart,MTT,2.54,Small
2482,ID_2698,ZnO,60.0,-26.0,SH-SY5Y,Yes,0.000814084,55.58,Uncoated,human,bone marrow,MTS,2.54,Small
2483,ID_2699,ZnO,60.0,-26.0,SH-SY5Y,Yes,8.140839999999999e-05,98.37,Uncoated,human,bone marrow,Live/Dead,2.54,Small
2484,ID_2700,ZnO,60.0,-26.0,SH-SY5Y,Yes,8.14084e-08,98.68,Uncoated,human,bone marrow,Live/Dead,2.54,Small
2485,ID_2701,ZnO,639.0,-26.0,HCMEC,No,1.763821445214679e-15,94.7,Uncoated,human,heart,LDH,2.54,Small
2486,ID_2702,ZnO,639.0,-26.0,HCMEC,No,8.819107226073392e-13,75.09,Uncoated,human,heart,LDH,2.54,Small
2487,ID_2703,ZnO,639.0,-26.0,HCMEC,No,8.819107226073392e-13,92.13,Uncoated,human,heart,MTT,2.54,Small
2488,ID_2704,ZnO,60.0,-26.0,SH-SY5Y,Yes,0.00814084,0.04,Uncoated,human,bone marrow,MTS,2.54,Small
2489,ID_2705,ZnO,60.0,-26.0,H4,Yes,8.14084e-08,110.36,Uncoated,human,brain,MTS,2.54,Small
2490,ID_2706,ZnO,60.0,-26.0,SH-SY5Y,Yes,8.14084e-08,100.69,Uncoated,human,bone marrow,MTS,2.54,Small
2491,ID_2707,ZnO,8.0,-26.0,CD4+T cells,No,0.0508802499999999,69.38,Uncoated,human,blood,Live/Dead,2.54,Small
2492,ID_2708,ZnO,60.0,-26.0,H4,Yes,8.140839999999999e-05,97.29,Uncoated,human,brain,MTS,2.54,Small
2493,ID_2709,ZnO,18.0,-26.0,Macrophages,No,7.891138715977885e-07,44.68,Uncoated,human,blood,LDH,2.54,Small
2494,ID_2710,ZnO,18.0,-26.0,SKOV-3,Yes,7.891138715977885e-07,14.14,Uncoated,human,ovary,MTT,2.54,Small
2495,ID_2711,ZnO,639.0,-26.0,HCMEC,No,1.763821445214678e-13,90.08,Uncoated,human,heart,LDH,2.54,Small
2496,ID_2712,ZnO,18.0,-26.0,SKOV-3,Yes,7.891138715977885e-07,25.25,Uncoated,human,ovary,MTT,2.54,Small
2497,ID_2713,ZnO,60.0,-26.0,H4,Yes,0.000814084,99.6,Uncoated,human,brain,Live/Dead,2.54,Small
2498,ID_2716,ZnO,60.0,-26.0,H4,Yes,8.14084e-08,99.91,Uncoated,human,brain,Live/Dead,2.54,Small
2499,ID_2717,ZnO,60.0,-26.0,SH-SY5Y,Yes,0.00814084,97.44,Uncoated,human,bone marrow,Live/Dead,2.54,Small
2500,ID_2719,ZnO,60.0,-26.0,SH-SY5Y,Yes,8.140840000000001e-06,92.23,Uncoated,human,bone marrow,MTS,2.54,Small
2501,ID_2721,ZnO,639.0,-26.0,HCMEC,No,3.527642890429357e-12,31.01,Uncoated,human,heart,LDH,2.54,Small
2502,ID_2722,ZnO,639.0,-26.0,HCMEC,No,1.763821445214678e-12,75.28,Uncoated,human,heart,MTT,2.54,Small
2503,ID_2723,ZnO,60.0,-26.0,H4,Yes,0.00814084,94.98,Uncoated,human,brain,Live/Dead,2.54,Small
2504,ID_2724,ZnO,60.0,-26.0,H4,Yes,0.000814084,89.43,Uncoated,human,brain,MTS,2.54,Small
2505,ID_2725,ZnO,4.0,-26.0,CD4+T cells,No,0.407042,19.74,Uncoated,human,blood,Live/Dead,2.54,Small
2506,ID_2726,ZnO,75.0,-26.0,Lymphocyte,No,5.454355080483912e-08,75.22,Uncoated,human,blood,MTT,2.54,Small
2507,ID_2727,ZnO,75.0,-26.0,Lymphocyte,No,2.727177540241956e-08,105.84,Uncoated,human,blood,MTT,2.54,Small
2508,ID_2728,ZnO,75.0,-26.0,Lymphocyte,No,1.363588770120978e-08,95.5,Uncoated,human,blood,MTT,2.54,Small
2509,ID_2729,ZnO,20.0,-26.0,CD4+T cells,No,0.8140839999999999,12.88,Uncoated,human,blood,Live/Dead,2.54,Small
2510,ID_2730,ZnO,20.0,-26.0,CD4+T cells,No,0.407042,50.64,Uncoated,human,blood,Live/Dead,2.54,Small
2511,ID_2731,ZnO,20.0,-26.0,CD4+T cells,No,0.0814083999999999,77.25,Uncoated,human,blood,Live/Dead,2.54,Small
2512,ID_2732,ZnO,4.0,-26.0,CD4+T cells,No,0.8140839999999999,2.58,Uncoated,human,blood,Live/Dead,2.54,Small
2513,ID_2733,ZnO,8.0,-26.0,Monocytes,No,0.0508802499999999,25.19,Uncoated,human,blood,Live/Dead,2.54,Small
2514,ID_2734,ZnO,8.0,-26.0,T cells (all types),No,0.8140839999999999,34.63,Uncoated,human,blood,Live/Dead,2.54,Small
2515,ID_2735,ZnO,75.0,-26.0,Lymphocyte,No,2.727177540241956e-08,84.02,Uncoated,human,blood,Live/Dead,2.54,Small
2516,ID_2736,ZnO,75.0,-26.0,Lymphocyte,No,1.363588770120978e-08,85.55,Uncoated,human,blood,Live/Dead,2.54,Small
2517,ID_2737,ZnO,8.0,-26.0,Monocytes,No,0.0814083999999999,6.98,Uncoated,human,blood,Live/Dead,2.54,Small
2518,ID_2738,ZnO,75.0,-26.0,Lymphocyte,No,5.454355080483912e-08,74.07,Uncoated,human,blood,Live/Dead,2.54,Small
2519,ID_2739,ZnO,8.0,-26.0,Naive T-cell,No,0.8140839999999999,44.34,Uncoated,human,blood,Live/Dead,2.54,Small
2520,ID_2740,ZnO,8.0,-26.0,Memory T-cell,No,0.8140839999999999,18.09,Uncoated,human,blood,Live/Dead,2.54,Small
2521,ID_2741,ZnO,4.0,-26.0,CD4+T cells,No,0.407042,19.9,Uncoated,human,blood,Live/Dead,2.54,Small
2522,ID_2742,ZnO,3.0,-26.0,CD4+T cells,No,0.407042,29.93,Uncoated,human,blood,Live/Dead,2.54,Small
2523,ID_2743,ZnO,20.0,-26.0,CD4+T cells,No,0.407042,55.32,Uncoated,human,blood,Live/Dead,2.54,Small
2524,ID_2744,ZnO,75.0,-26.0,Lymphocyte,No,1.090871016096782e-07,49.19,Uncoated,human,blood,MTT,2.54,Small
2525,ID_2745,ZnO,4.0,-26.0,CD4+T cells,No,0.0814083999999999,62.23,Uncoated,human,blood,Live/Dead,2.54,Small
2526,ID_2746,ZnO,165.0,-26.0,A431,Yes,8.195875402680561e-12,98.23,Uncoated,human,skin,NR,2.54,Small
2527,ID_2747,ZnO,75.0,-26.0,Lymphocyte,No,1.090871016096782e-07,61.44,Uncoated,human,blood,Live/Dead,2.54,Small
2528,ID_2748,ZnO,639.0,-26.0,HCMEC,No,1.763821445214678e-13,98.88,Uncoated,human,heart,MTT,2.54,Small
